frequency,-17.7010014E-03_magnitude,-13.5050230E-03_magnitude,-147.6733945E-03_magnitude,+29.8932120E-03_magnitude
1300.0052000207684,79.47312543048386,78.2314186478056,155.23908339086944,1.7949911809772259
1305.0052200208484,61.91335664582152,66.04752726663808,123.62511692665986,5.667474364369294
1310.005240020928,37.90738933194476,46.7362242601348,114.11665229035678,7.633119827489788
1315.005260021008,23.06735330127289,30.61995304870664,100.83601722359553,4.99004749127467
1320.0052800210879,32.23816682973835,33.84376314865523,77.72315907007423,1.271880402592631
1325.0053000211678,41.77119067692848,45.040883100874076,83.09222085487174,6.468738504465011
1330.0053200212476,43.192613104562916,49.95464094199298,111.83452660222623,8.231180109946829
1335.0053400213276,41.26834407731358,48.104254061342715,119.8879030129604,5.102339203011597
1340.0053600214073,41.82008906628865,45.31628237964243,96.49253435159355,1.2253089870869192
1345.0053800214873,42.880240640636494,45.90264965848856,66.33511540956368,7.008625418421702
1350.005400021567,39.986445733850545,47.338523990656654,72.47319858047584,8.832651501883461
1355.005420021647,34.96872940034112,46.190671418904,88.44474769104582,5.498003569141264
1360.0054400217268,34.302166966022725,43.579177475685086,79.4235500094467,1.6026504594024302
1365.0054600218068,37.21992190858813,42.73181762837981,49.54751449438665,7.651431185881136
1370.0054800218868,37.04023890643334,43.537811154583906,40.46045277816668,9.823544536378567
1375.0055000219666,33.57966662937992,43.4804051485031,63.40429352121539,6.617764167482082
1380.0055200220465,34.07933959242135,42.737529742420776,71.56431408342047,1.5542529580668647
1385.0055400221263,40.04409440508296,43.9985202800205,57.349636824934066,7.37250868142406
1390.0055600222063,43.92154527306448,47.52305758352148,43.15568245822117,10.0572381148389
1395.005580022286,42.68147808682851,50.467033014665695,60.18675199318822,7.288951593084042
1400.005600022366,41.128311274890535,51.197531544601965,80.45079472856091,1.7637194623666872
1405.0056200224458,43.976549376561024,50.6665054771352,80.85940341691631,6.853998107212483
1410.0056400225258,46.86841852597834,50.01613582451841,63.06258351067586,9.961207887474941
1415.0056600226055,43.86975816374014,48.55252427936653,52.989977786628785,7.689692246179152
1420.0056800226855,35.69879162446405,45.11566715740722,68.13695544357586,1.7491514131965598
1425.0057000227653,29.836310725475393,40.2861391087819,77.09430205593942,5.88211585369951
1430.0057200228453,31.011393153995584,36.186565190812765,61.67122869994589,9.393958446660257
1435.005740022925,33.12052750558743,34.17046137226028,33.63993555407411,7.778383111648274
1440.005760023005,32.61699711269489,33.65177218476683,44.247781821445955,2.201433218807971
1445.005780023085,32.73048314291047,33.639064646653836,66.17802376187947,4.485996599857435
1450.0058000231647,35.06914923239374,33.62848286706622,62.60180489304944,7.968670059991067
1455.0058200232447,35.53921846988695,33.217196718774424,43.22658359986968,6.727824552997193
1460.0058400233245,31.35390104514519,32.457589303474315,55.7560421074128,1.6696137939340085
1465.0058600234045,25.66530296910059,32.13166943442535,81.07869105752349,4.1324686451706665
1470.0058800234842,24.880919185064272,32.33202119442563,79.87949899038215,7.3078091544595765
1475.0059000235642,27.485937273358154,31.577378977740146,54.67101837227626,6.16144574222227
1480.005920023644,26.77214046115464,28.892319856915908,61.48277467765755,1.7501109450374326
1485.005940023724,20.925219502457455,26.24279871482355,100.7519009983797,3.808731657186911
1490.0059600238037,13.454232052479265,26.966101632851867,118.06918130467096,6.391657945666431
1495.0059800238837,10.823314199863061,29.778998655612867,105.37841326944334,5.026225544474786
1500.0060000239635,11.609690682953126,30.27056108096134,95.29774726419663,1.4214651436224397
1505.0060200240434,9.342992533904036,27.004899910714908,118.07900604237605,4.611619486710968
1510.0060400241232,3.9377616585250377,23.35678154395564,138.79219651600278,6.633904654564132
1515.0060600242032,5.823314269968349,24.091093679856524,128.29650440200123,4.8305473778359005
1520.0060800242832,11.422424305531836,27.09946346462125,94.41503931041493,1.2274704568400294
1525.006100024363,13.966105676814639,27.446037284127684,77.0636438835069,4.773400852342513
1530.006120024443,13.59180689756004,24.65652080073666,89.72379306411783,6.495792277877916
1535.0061400245227,12.426965410052036,22.659606419872578,93.0503444251691,4.303414006950076
1540.0061600246027,11.8920347255672,24.115337681300474,82.7467839313935,0.8415303337355862
1545.0061800246824,10.85608995179224,25.7408005512772,87.77033280288656,5.313476602542703
1550.0062000247624,8.63239574016219,24.5581938035292,106.28434490016495,6.901031124954882
1555.0062200248422,7.9308344635795756,21.956534638336375,107.86800562251865,4.395442874164427
1560.0062400249221,10.27477498534271,21.41858584581442,85.49464704073321,0.8664025588605753
1565.006260025002,11.707522766921533,22.579466415727968,64.7113050315923,5.730959458420363
1570.0062800250819,10.142855782272491,22.053405727730084,74.73937225790284,7.410775296736919
1575.0063000251616,7.654963057683985,19.221571966097724,85.5221863818567,4.831702699102444
1580.0063200252416,9.127856389377646,17.1409715017906,72.80982859765962,0.6578076335395379
1585.0063400253214,11.842318501614512,17.921004376972885,44.41781923152867,5.724711049043479
1590.0063600254014,11.443124470300056,18.766786785117677,39.5387860867341,7.603515365119019
1595.0063800254811,7.935816009807159,17.351943936598083,59.33482987629785,5.136765346511729
1600.006400025561,6.427984452270902,14.901081534655264,64.55624158584774,0.6876065822313657
1605.006420025641,9.596021882673753,14.039708531024072,48.343836028194836,5.609511339625275
1610.0064400257208,10.997009733106689,14.333466935436805,19.929990143553365,7.65295346393224
1615.0064600258008,8.592529520996719,13.526258716648496,27.311408853239197,5.3357842511290805
1620.0064800258806,4.32547155457616,11.528229479496336,55.2542218578941,0.3538949100164305
1625.0065000259606,4.475515508228981,9.822341527375047,69.0872659199352,5.306755338288061
1630.0065200260403,6.404008894090008,8.52901079244381,63.383827653715386,7.479662277119638
1635.0065400261203,5.565797964470156,6.7127176291049775,43.969317284849474,5.327970162337819
1640.0065600262,3.7489692091087727,6.2877483052504175,37.345312184608474,0.12768310716208234
1645.00658002628,4.851393076209797,8.950549548604164,54.969080485153086,5.111558453013949
1650.0066000263598,5.651846560463264,11.064039687265232,64.87538119125313,7.371194103743804
1655.0066200264398,4.04281237675514,10.400313142441302,55.108013164293745,5.402232130176155
1660.0066400265196,4.205266824954868,7.6447994429643815,32.438985723073884,0.4123529101782188
1665.0066600265995,7.903976978694586,6.322248171583464,24.43154380467196,4.665143936786632
